2026-03-20 09:41:12,632 | INFO | __main__ | Логгер запущен
    tags_grouped = (tags
                    ^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\groupby\generic.py", line 1951, in __getitem__
    return super().__getitem__(key)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\base.py", line 244, in __getitem__
    raise KeyError(f"Column not found: {key}")
KeyError: 'Column not found: Tag'
2026-03-26 15:35:22,179 | INFO | __main__ | Логгер запущен
2026-03-26 15:35:22,200 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 15:35:25,291 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 15:35:25,304 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-26 15:35:25,306 | INFO | src.ingestion.data_loader | Начало загрузки входных данных
2026-03-26 15:35:25,307 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Questions.csv.
2026-03-26 15:35:25,308 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Questions.csv
2026-03-26 15:35:25,315 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Questions.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:35:25,320 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-26 15:35:25,323 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:35:25,324 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Answers.csv.
2026-03-26 15:35:25,325 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Answers.csv
2026-03-26 15:35:25,329 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Answers.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:35:25,334 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-26 15:35:25,335 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:35:25,336 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Tags.csv.
2026-03-26 15:35:25,337 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Tags.csv
2026-03-26 15:35:25,341 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Tags.csv. Колонок для чтения: 2. Ограничение строк: 200.
2026-03-26 15:35:25,345 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-26 15:35:25,346 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:35:25,348 | INFO | src.ingestion.data_loader | Загрузка всех входных данных завершена успешно
2026-03-26 15:35:25,349 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0432 секунд
2026-03-26 15:35:25,350 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-26 15:35:25,350 | INFO | src.ingestion.cleaner | Columns questions: Index(['question_id', 'Score', 'title', 'question_body'], dtype='object')
2026-03-26 15:35:25,350 | INFO | src.ingestion.cleaner | Columns answers: Index(['answer_id', 'question_id', 'Score', 'answer_body'], dtype='object')
2026-03-26 15:35:25,353 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-26 15:35:25,363 | INFO | src.ingestion.cleaner | Columns tags: Index(['question_id', 'tag'], dtype='object')
2026-03-26 15:35:25,364 | ERROR | src.ingestion.cleaner | Не удалось объединить данные. Ошибка: 'Id'
2026-03-26 15:35:25,366 | ERROR | src.core.config | Ошибка при выполнении функции 'run' за 0.0612 секунд. Ошибка: 'Id'
Traceback (most recent call last):
  File "c:\Users\46120\Desktop\RAG\src\core\config.py", line 77, in wrapper
    result = func(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\pipeline_loader.py", line 28, in run
    data = self.preprocessing.preprocess_data(raw_data.questions, raw_data.answers, raw_data.tags)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\cleaner.py", line 17, in preprocess_data
    data = self.merge_data(questions, answers, tags)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\cleaner.py", line 51, in merge_data
    merged_data = pd.merge(merged_qa,tags_grouped,left_on=Columns.QUESTION_ID,right_on='Id',how='left')
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\reshape\merge.py", line 170, in merge
    op = _MergeOperation(
         ^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\reshape\merge.py", line 794, in __init__
    ) = self._get_merge_keys()
        ^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\reshape\merge.py", line 1297, in _get_merge_keys
    right_keys.append(right._get_label_or_level_values(rk))
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\generic.py", line 1911, in _get_label_or_level_values
    raise KeyError(key)
KeyError: 'Id'
2026-03-26 15:37:08,577 | INFO | __main__ | Логгер запущен
2026-03-26 15:37:08,591 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 15:37:11,744 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 15:37:11,759 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-26 15:37:11,761 | INFO | src.ingestion.data_loader | Начало загрузки входных данных
2026-03-26 15:37:11,761 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Questions.csv.
2026-03-26 15:37:11,762 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Questions.csv
2026-03-26 15:37:11,768 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Questions.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:37:11,773 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-26 15:37:11,774 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:37:11,775 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Answers.csv.
2026-03-26 15:37:11,775 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Answers.csv
2026-03-26 15:37:11,780 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Answers.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:37:11,786 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-26 15:37:11,786 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:37:11,787 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Tags.csv.
2026-03-26 15:37:11,788 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Tags.csv
2026-03-26 15:37:11,791 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Tags.csv. Колонок для чтения: 2. Ограничение строк: 200.
2026-03-26 15:37:11,796 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-26 15:37:11,797 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:37:11,798 | INFO | src.ingestion.data_loader | Загрузка всех входных данных завершена успешно
2026-03-26 15:37:11,799 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0383 секунд
2026-03-26 15:37:11,800 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-26 15:37:11,802 | INFO | src.ingestion.cleaner | Columns questions: Index(['question_id', 'Score', 'title', 'question_body'], dtype='object')
2026-03-26 15:37:11,803 | INFO | src.ingestion.cleaner | Columns answers: Index(['answer_id', 'question_id', 'Score', 'answer_body'], dtype='object')
2026-03-26 15:37:11,805 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-26 15:37:11,806 | INFO | src.ingestion.cleaner | Columns questions и answers: Index(['question_id_question', 'Score_question', 'title', 'question_body',
       'answer_id', 'question_id_answer', 'Score_answer', 'answer_body'],
      dtype='object')
2026-03-26 15:37:11,806 | ERROR | src.ingestion.cleaner | Не удалось объединить данные. Ошибка: cannot access local variable 'tags_grouped' where it is not associated with a value
2026-03-26 15:37:11,807 | ERROR | src.core.config | Ошибка при выполнении функции 'run' за 0.0485 секунд. Ошибка: cannot access local variable 'tags_grouped' where it is not associated with a value
Traceback (most recent call last):
  File "c:\Users\46120\Desktop\RAG\src\core\config.py", line 77, in wrapper
    result = func(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\pipeline_loader.py", line 28, in run
    data = self.preprocessing.preprocess_data(raw_data.questions, raw_data.answers, raw_data.tags)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\cleaner.py", line 17, in preprocess_data
    data = self.merge_data(questions, answers, tags)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\cleaner.py", line 46, in merge_data
    logger.info(f"Columns tags: {tags_grouped.columns}")
                                 ^^^^^^^^^^^^
UnboundLocalError: cannot access local variable 'tags_grouped' where it is not associated with a value
2026-03-26 15:44:34,130 | INFO | __main__ | Логгер запущен
2026-03-26 15:44:34,154 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 15:44:37,436 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 15:44:37,454 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-26 15:44:37,455 | INFO | src.ingestion.data_loader | Начало загрузки входных данных
2026-03-26 15:44:37,455 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Questions.csv.
2026-03-26 15:44:37,456 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Questions.csv
2026-03-26 15:44:37,461 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Questions.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:44:37,467 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-26 15:44:37,468 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:44:37,469 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Answers.csv.
2026-03-26 15:44:37,469 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Answers.csv
2026-03-26 15:44:37,474 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Answers.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:44:37,479 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-26 15:44:37,481 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:44:37,481 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Tags.csv.
2026-03-26 15:44:37,482 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Tags.csv
2026-03-26 15:44:37,485 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Tags.csv. Колонок для чтения: 2. Ограничение строк: 200.
2026-03-26 15:44:37,489 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-26 15:44:37,490 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:44:37,492 | INFO | src.ingestion.data_loader | Загрузка всех входных данных завершена успешно
2026-03-26 15:44:37,492 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0375 секунд
2026-03-26 15:44:37,493 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-26 15:44:37,493 | INFO | src.ingestion.cleaner | Columns questions: Index(['question_id', 'Score', 'title', 'question_body'], dtype='object')
2026-03-26 15:44:37,494 | INFO | src.ingestion.cleaner | Columns answers: Index(['answer_id', 'question_id', 'Score', 'answer_body'], dtype='object')
2026-03-26 15:44:37,496 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-26 15:44:37,498 | INFO | src.ingestion.cleaner | Columns questions и answers: Index(['question_id', 'Score_question', 'title', 'question_body', 'answer_id',
       'Score_answer', 'answer_body'],
      dtype='object')
2026-03-26 15:44:37,499 | INFO | src.ingestion.cleaner | Columns tags: Index(['question_id', 'tag'], dtype='object')
2026-03-26 15:44:37,509 | INFO | src.ingestion.cleaner | Columns aggregation tags: Index(['question_id', 'tag'], dtype='object')
2026-03-26 15:44:37,512 | INFO | src.ingestion.cleaner | Questions, answers и tags объединены.
2026-03-26 15:44:37,513 | ERROR | src.core.config | Ошибка при выполнении функции 'run' за 0.0596 секунд. Ошибка: 'Id_question'
Traceback (most recent call last):
  File "c:\Users\46120\Desktop\RAG\src\core\config.py", line 77, in wrapper
    result = func(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\pipeline_loader.py", line 28, in run
    data = self.preprocessing.preprocess_data(raw_data.questions, raw_data.answers, raw_data.tags)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\cleaner.py", line 23, in preprocess_data
    data = self.select_best_answers(data)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\cleaner.py", line 74, in select_best_answers
    .sort_values(['Id_question', 'Score_answer'], ascending=[True, False])
     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\frame.py", line 7172, in sort_values
    keys = [self._get_label_or_level_values(x, axis=axis) for x in by]
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\generic.py", line 1911, in _get_label_or_level_values
    raise KeyError(key)
KeyError: 'Id_question'
2026-03-26 15:48:40,678 | INFO | __main__ | Логгер запущен
2026-03-26 15:48:40,703 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 15:48:43,810 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 15:48:43,829 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-26 15:48:43,830 | INFO | src.ingestion.data_loader | Начало загрузки входных данных
2026-03-26 15:48:43,831 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Questions.csv.
2026-03-26 15:48:43,831 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Questions.csv
2026-03-26 15:48:43,838 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Questions.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:48:43,845 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-26 15:48:43,846 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:48:43,847 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Answers.csv.
2026-03-26 15:48:43,849 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Answers.csv
2026-03-26 15:48:43,855 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Answers.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:48:43,861 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-26 15:48:43,863 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:48:43,864 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Tags.csv.
2026-03-26 15:48:43,865 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Tags.csv
2026-03-26 15:48:43,868 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Tags.csv. Колонок для чтения: 2. Ограничение строк: 200.
2026-03-26 15:48:43,872 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-26 15:48:43,874 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:48:43,875 | INFO | src.ingestion.data_loader | Загрузка всех входных данных завершена успешно
2026-03-26 15:48:43,875 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0448 секунд
2026-03-26 15:48:43,877 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-26 15:48:43,878 | INFO | src.ingestion.cleaner | Columns questions: Index(['Columns.QUESTION_ID', 'Score', 'Columns.TITLE',
       'Columns.BODY_QUESTION'],
      dtype='object')
2026-03-26 15:48:43,878 | INFO | src.ingestion.cleaner | Columns answers: Index(['Columns.ANSWER_ID', 'Columns.QUESTION_ID', 'Score',
       'Columns.BODY_ANSWER'],
      dtype='object')
2026-03-26 15:48:43,882 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-26 15:48:43,883 | INFO | src.ingestion.cleaner | Columns questions и answers: Index(['Columns.QUESTION_ID', 'Score_question', 'Columns.TITLE',
       'Columns.BODY_QUESTION', 'Columns.ANSWER_ID', 'Score_answer',
       'Columns.BODY_ANSWER'],
      dtype='object')
2026-03-26 15:48:43,884 | INFO | src.ingestion.cleaner | Columns tags: Index(['Columns.QUESTION_ID', 'Columns.TAGS'], dtype='object')
2026-03-26 15:48:43,896 | INFO | src.ingestion.cleaner | Columns aggregation tags: Index(['Columns.QUESTION_ID', 'Columns.TAGS'], dtype='object')
2026-03-26 15:48:43,898 | INFO | src.ingestion.cleaner | Questions, answers и tags объединены.
2026-03-26 15:48:43,900 | ERROR | src.core.config | Ошибка при выполнении функции 'run' за 0.0703 секунд. Ошибка: 'Id_question'
Traceback (most recent call last):
  File "c:\Users\46120\Desktop\RAG\src\core\config.py", line 77, in wrapper
    result = func(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\pipeline_loader.py", line 28, in run
    data = self.preprocessing.preprocess_data(raw_data.questions, raw_data.answers, raw_data.tags)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\cleaner.py", line 23, in preprocess_data
    data = self.select_best_answers(data)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\cleaner.py", line 73, in select_best_answers
    .sort_values(['Id_question', 'Score_answer'], ascending=[True, False])
     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\frame.py", line 7172, in sort_values
    keys = [self._get_label_or_level_values(x, axis=axis) for x in by]
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\generic.py", line 1911, in _get_label_or_level_values
    raise KeyError(key)
KeyError: 'Id_question'
2026-03-26 15:55:24,734 | INFO | __main__ | Логгер запущен
2026-03-26 15:55:26,907 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 15:55:30,088 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 15:55:31,411 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-26 15:55:31,412 | INFO | src.ingestion.data_loader | Начало загрузки входных данных
2026-03-26 15:55:31,413 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Questions.csv.
2026-03-26 15:55:31,414 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Questions.csv
2026-03-26 15:55:31,420 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Questions.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:55:31,427 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-26 15:55:31,429 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:55:31,430 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Answers.csv.
2026-03-26 15:55:31,430 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Answers.csv
2026-03-26 15:55:31,436 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Answers.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:55:31,444 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-26 15:55:31,445 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:55:31,446 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Tags.csv.
2026-03-26 15:55:31,448 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Tags.csv
2026-03-26 15:55:31,453 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Tags.csv. Колонок для чтения: 2. Ограничение строк: 200.
2026-03-26 15:55:31,459 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-26 15:55:31,460 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:55:31,461 | INFO | src.ingestion.data_loader | Загрузка всех входных данных завершена успешно
2026-03-26 15:55:31,463 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0512 секунд
2026-03-26 15:55:31,464 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-26 15:55:31,465 | INFO | src.ingestion.cleaner | Columns questions: Index(['question_id', 'Score', 'title', 'Body_question'], dtype='object')
2026-03-26 15:55:31,466 | INFO | src.ingestion.cleaner | Columns answers: Index(['answer_id', 'question_id', 'Score', 'Body_answer'], dtype='object')
2026-03-26 15:55:31,471 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-26 15:55:31,471 | INFO | src.ingestion.cleaner | Columns questions и answers: Index(['question_id', 'Score_question', 'title', 'Body_question', 'answer_id',
       'Score_answer', 'Body_answer'],
      dtype='object')
2026-03-26 15:55:31,473 | INFO | src.ingestion.cleaner | Columns tags: Index(['question_id', 'tags'], dtype='object')
2026-03-26 15:55:31,486 | INFO | src.ingestion.cleaner | Columns aggregation tags: Index(['question_id', 'tags'], dtype='object')
2026-03-26 15:55:31,489 | INFO | src.ingestion.cleaner | Questions, answers и tags объединены.
2026-03-26 15:55:31,490 | ERROR | src.core.config | Ошибка при выполнении функции 'run' за 0.0794 секунд. Ошибка: 'answer_score'
Traceback (most recent call last):
  File "c:\Users\46120\Desktop\RAG\src\core\config.py", line 77, in wrapper
    result = func(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\pipeline_loader.py", line 28, in run
    data = self.preprocessing.preprocess_data(raw_data.questions, raw_data.answers, raw_data.tags)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\cleaner.py", line 23, in preprocess_data
    data = self.select_best_answers(data)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\cleaner.py", line 73, in select_best_answers
    .sort_values([Columns.QUESTION_ID.value, Columns.ANSWER_SCORE.value], ascending=[True, False])
     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\frame.py", line 7172, in sort_values
    keys = [self._get_label_or_level_values(x, axis=axis) for x in by]
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\generic.py", line 1911, in _get_label_or_level_values
    raise KeyError(key)
KeyError: 'answer_score'
2026-03-26 15:58:43,510 | INFO | __main__ | Логгер запущен
2026-03-26 15:58:43,533 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 15:58:46,646 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 15:58:46,662 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-26 15:58:46,663 | INFO | src.ingestion.data_loader | Начало загрузки входных данных
2026-03-26 15:58:46,664 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Questions.csv.
2026-03-26 15:58:46,665 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Questions.csv
2026-03-26 15:58:46,670 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Questions.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:58:46,675 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-26 15:58:46,676 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:58:46,678 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Answers.csv.
2026-03-26 15:58:46,679 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Answers.csv
2026-03-26 15:58:46,683 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Answers.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 15:58:46,689 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-26 15:58:46,690 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:58:46,691 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Tags.csv.
2026-03-26 15:58:46,692 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Tags.csv
2026-03-26 15:58:46,695 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Tags.csv. Колонок для чтения: 2. Ограничение строк: 200.
2026-03-26 15:58:46,700 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-26 15:58:46,702 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 15:58:46,703 | INFO | src.ingestion.data_loader | Загрузка всех входных данных завершена успешно
2026-03-26 15:58:46,704 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0409 секунд
2026-03-26 15:58:46,705 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-26 15:58:46,705 | INFO | src.ingestion.cleaner | Columns questions: Index(['question_id', 'Score', 'title', 'Body_question'], dtype='object')
2026-03-26 15:58:46,705 | INFO | src.ingestion.cleaner | Columns answers: Index(['answer_id', 'question_id', 'Score', 'Body_answer'], dtype='object')
